A,N-Z,N,Z,Element,O,ME [keV],Error ME [keV],BINDING ENERGY/A [keV],Error BINDING ENERGY/A [keV],ATOMIC MASS [µu],Error ATOMIC MASS [µu],Extrapolated?
217,39,128,89,Ac,  -a,8703.67300,11.38900,7710.33800,0.05200,217009343.77700,12.22600,False
217,37,127,90,Th,  -a,12205.78000,10.61400,7690.59400,0.04900,217013103.44400,11.39400,False
217,35,126,91,Pa,  -a,17068.41000,15.91800,7664.58000,0.07300,217018323.69200,17.08900,False
217,33,125,92,U,  -a,22973.00000,71.00000,7634.00000,0.00000,217024663.00000,77.00000,True
218,56,137,81,Tl,   x,23180.00000,400.00000,7674.00000,2.00000,218024885.00000,429.00000,True
218,54,136,82,Pb,   x,15453.00000,298.00000,7706.00000,1.00000,218016590.00000,320.00000,True
218,52,135,83,Bi,   x,13216.03700,27.01300,7712.82700,0.12400,218014188.00000,29.00000,False
218,50,134,84,Po,    ,8356.90100,1.97300,7731.52800,0.00900,218008971.50200,2.11800,False
218,48,133,85,At,  -a,8098.16200,11.60400,7729.12600,0.05300,218008693.73500,12.45600,False
218,46,132,86,Rn,    ,5217.34700,2.31600,7738.75200,0.01100,218005601.05200,2.48600,False
218,44,131,87,Fr,  -a,7059.11700,4.75700,7726.71500,0.02200,218007578.27400,5.10600,False
218,42,130,88,Ra,  -a,6651.17000,11.17600,7724.99800,0.05100,218007140.32500,11.99700,False
218,40,129,89,Ac,  -a,10843.60900,50.74000,7702.17700,0.23300,218011641.09300,54.47100,False
218,38,128,90,Th,  -a,12366.74100,10.51600,7691.60200,0.04800,218013276.24200,11.28900,False
218,36,127,91,Pa,  -a,18683.77000,18.32900,7659.03600,0.08400,218020057.85300,19.67600,False
218,34,126,92,U,  -a,21894.60800,13.71400,7640.71900,0.06300,218023504.82900,14.72200,False
219,55,137,82,Pb,   x,20279.00000,401.00000,7686.00000,2.00000,219021770.00000,430.00000,True
219,53,136,83,Bi,   x,16283.00000,196.00000,7700.00000,1.00000,219017480.00000,210.00000,True
219,51,135,84,Po,   x,12681.35900,15.83500,7713.33300,0.07200,219013614.00000,17.00000,False
219,49,134,85,At,    ,10396.07600,3.23700,7720.19600,0.01500,219011160.64700,3.47400,False
219,47,133,86,Rn,    ,8829.40200,2.10000,7723.77700,0.01000,219009478.75300,2.25400,False
219,45,132,87,Fr,  -a,8617.76700,7.03900,7721.17100,0.03200,219009251.55300,7.55600,False
219,43,131,88,Ra,  -a,9394.28200,8.25800,7714.05300,0.03800,219010085.17600,8.86500,False
219,41,130,89,Ac,  -a,11569.48000,50.49700,7700.54900,0.23100,219012420.34800,54.21000,False
219,39,129,90,Th,  -a,14471.39000,50.57600,7683.72500,0.23100,219015535.67700,54.29500,False
219,37,128,91,Pa,  -a,18540.13100,51.51600,7661.57400,0.23500,219019903.65000,55.30400,False
219,35,127,92,U,  -a,23286.56900,50.77500,7636.32900,0.23200,219024999.16100,54.50900,False
219,33,126,93,Np,  -a,29456.65500,88.35400,7604.58300,0.40300,219031623.02100,94.85100,False
220,56,138,82,Pb,   x,23669.00000,401.00000,7672.00000,2.00000,220025410.00000,430.00000,True
220,54,137,83,Bi,   x,20819.00000,298.00000,7682.00000,1.00000,220022350.00000,320.00000,True
220,52,136,84,Po,   x,15263.46100,17.69800,7703.22400,0.08000,220016386.00000,19.00000,False
220,50,135,85,At,   x,14375.74700,13.97200,7703.70300,0.06400,220015433.00000,15.00000,False
220,48,134,86,Rn,    ,10612.07700,1.81500,7717.25400,0.00800,220011392.53400,1.94800,False
220,46,133,87,Fr,  -a,11482.32000,4.02800,7709.74200,0.01800,220012326.77800,4.32400,False
220,44,132,88,Ra,  -a,10270.24500,8.23700,7711.69600,0.03700,220011025.56200,8.84300,False
220,42,131,89,Ac,  -a,13743.68200,6.12900,7692.35100,0.02800,220014754.45000,6.57900,False
220,40,130,90,Th,  -a,14669.10000,22.16600,7684.58900,0.10100,220015747.92600,23.79500,False
220,38,129,91,Pa,  -a,20218.00000,51.00000,7656.00000,0.00000,220021705.00000,55.00000,True
220,36,128,92,U,  -a,22933.00000,101.00000,7640.00000,0.00000,220024620.00000,108.00000,True
220,34,127,93,Np,   x,30311.00000,196.00000,7603.00000,1.00000,220032540.00000,210.00000,True
221,55,138,83,Bi,   x,24098.00000,298.00000,7668.00000,1.00000,221025870.00000,320.00000,True
221,53,137,84,Po,   x,19773.75500,19.56100,7684.48100,0.08900,221021228.00000,21.00000,False
221,51,136,85,At,   x,16782.72700,13.97200,7694.47500,0.06300,221018017.00000,15.00000,False
221,49,135,86,Rn,  +a,14471.42000,5.71400,7701.39300,0.02600,221015535.70900,6.13400,False
221,47,134,87,Fr,    ,13277.29000,4.88600,7703.25600,0.02200,221014253.75700,5.24500,False
221,45,133,88,Ra,  -a,12963.81100,4.63000,7701.13500,0.02100,221013917.22400,4.97000,False
221,43,132,89,Ac,  -a,14523.10900,50.42500,7690.53900,0.22800,221015591.19900,54.13300,False
221,41,131,90,Th,  -a,16940.37100,8.16600,7676.06100,0.03700,221018186.23600,8.76600,False
221,39,130,91,Pa,  -a,20376.28800,51.28100,7656.97400,0.23200,221021874.84600,55.05200,False
221,37,129,92,U,  -a,24519.99500,51.11400,7634.68400,0.23100,221026323.29900,54.87300,False
221,35,128,93,Np,   x,29850.00000,200.00000,7607.00000,1.00000,221032045.00000,215.00000,True
222,56,139,83,Bi,   x,28729.00000,300.00000,7649.00000,1.00000,222030842.00000,322.00000,True
222,54,138,84,Po,   x,22486.26500,40.05400,7674.00500,0.18000,222024140.00000,43.00000,False
222,52,137,85,At,   x,20953.02600,15.83500,7677.38700,0.07100,222022494.00000,17.00000,False
222,50,136,86,Rn,    ,16372.20600,1.95000,7694.49700,0.00900,222017576.28600,2.09300,False
222,48,135,87,Fr,   x,16378.10500,7.45200,7690.94700,0.03400,222017582.62000,8.00000,False
222,46,134,88,Ra,    ,14320.18800,4.45400,7696.69200,0.02000,222015373.35500,4.78100,False
222,44,133,89,Ac,  -a,16621.47400,5.17400,7682.80200,0.02300,222017843.88700,5.55400,False
222,42,132,90,Th,  -a,17203.11100,12.27900,7676.65800,0.05500,222018468.30000,13.18200,False
222,40,131,91,Pa,  -a,22155.00000,72.00000,7651.00000,0.00000,222023784.00000,78.00000,True
222,38,130,92,U,  -a,24272.82700,51.99400,7637.76400,0.23400,222026057.95300,55.81700,False
222,36,129,93,Np,   x,31019.00000,196.00000,7604.00000,1.00000,222033300.00000,210.00000,True
223,57,140,83,Bi,   x,32137.00000,401.00000,7636.00000,2.00000,223034500.00000,430.00000,True
223,55,139,84,Po,   x,27079.00000,196.00000,7655.00000,1.00000,223029070.00000,210.00000,True
223,53,138,85,At,   x,23428.00600,13.97200,7668.05500,0.06300,223025151.00000,15.00000,False
223,51,137,86,Rn,    ,20389.73900,7.82200,7678.17100,0.03500,223021889.28500,8.39700,False
223,49,136,87,Fr,    ,18382.39400,1.93200,7683.66400,0.00900,223019734.31300,2.07300,False
223,47,135,88,Ra,    ,17233.30900,2.09000,7685.30900,0.00900,223018500.71900,2.24400,False
223,45,134,89,Ac,  -a,17825.88200,7.11000,7679.14300,0.03200,223019136.87200,7.63200,False
223,43,133,90,Th,  -a,19385.83100,9.21200,7668.64000,0.04100,223020811.54600,9.88900,False
223,41,132,91,Pa,  -a,22320.67600,71.06300,7651.97100,0.31900,223023962.23200,76.28900,False
223,39,131,92,U,  -a,25837.00600,71.11900,7632.69400,0.31900,223027737.16800,76.34900,False
223,37,130,93,Np,   x,30600.00000,196.00000,7608.00000,1.00000,223032850.00000,210.00000,True
224,58,141,83,Bi,   x,36830.00000,400.00000,7617.00000,2.00000,224039539.00000,429.00000,True
224,56,140,84,Po,   x,29910.00000,196.00000,7644.00000,1.00000,224032110.00000,210.00000,True
224,54,139,85,At,   x,27711.01500,22.35600,7650.73500,0.10000,224029749.00000,24.00000,False
224,52,138,86,Rn,    ,22445.09800,9.81400,7670.75100,0.04400,224024095.80400,10.53600,False
224,50,137,87,Fr,   x,21748.61600,11.17800,7670.36700,0.05000,224023348.10000,12.00000,False
224,48,136,88,Ra,    ,18825.91700,1.81300,7679.92200,0.00800,224020210.45300,1.94500,False
224,46,135,89,Ac,  -a,20234.13500,4.08900,7670.14300,0.01800,224021722.23900,4.38900,False
224,44,134,90,Th,  -a,19993.73400,10.12000,7667.72400,0.04500,224021464.15700,10.86400,False
224,42,133,91,Pa,  -a,23862.27800,7.58700,7646.96100,0.03400,224025617.21000,8.14500,False
224,40,132,92,U,  -a,25722.25200,23.17100,7635.16500,0.10300,224027613.97400,24.87500,False
224,38,131,93,Np,   x,31876.00000,196.00000,7604.00000,1.00000,224034220.00000,210.00000,True
225,57,141,84,Po,   x,34530.00000,298.00000,7626.00000,1.00000,225037070.00000,320.00000,True
225,55,140,85,At,   x,30395.00000,298.00000,7641.00000,1.00000,225032630.00000,320.00000,True
225,53,139,86,Rn,    ,26534.14100,11.14000,7654.35700,0.05000,225028485.57400,11.95800,False
225,51,138,87,Fr,    ,23820.61000,11.96700,7662.94000,0.05300,225025572.47800,12.84700,False
225,49,137,88,Ra,    ,21993.10900,2.59600,7667.58600,0.01200,225023610.57400,2.78700,False
225,47,136,89,Ac,    ,21637.34600,4.75800,7665.69000,0.02100,225023228.64700,5.10700,False
225,45,135,90,Th,  -a,22310.12700,5.09300,7659.22200,0.02300,225023950.90700,5.46700,False
225,43,134,91,Pa,  -a,24340.72500,71.01200,7646.72000,0.31600,225026130.84400,76.23400,False
225,41,133,92,U,  -a,27379.92100,10.90900,7629.73600,0.04800,225029393.55500,11.71100,False
225,39,132,93,Np,  -a,31587.70400,71.62200,7607.55700,0.31800,225033910.79700,76.88900,False
226,58,142,84,Po,   x,37549.00000,401.00000,7614.00000,2.00000,226040310.00000,430.00000,True
226,56,141,85,At,   x,34614.00000,298.00000,7624.00000,1.00000,226037160.00000,320.00000,True
226,54,140,86,Rn,    ,28747.19200,10.47700,7646.41000,0.04600,226030861.38200,11.24700,False
226,52,139,87,Fr,    ,27520.53900,6.23000,7648.37600,0.02800,226029544.51500,6.68800,False
226,50,138,88,Ra,    ,23667.82400,1.93300,7661.96200,0.00900,226025408.45500,2.07500,False
226,48,137,89,Ac,    ,24309.26400,3.10000,7655.66200,0.01400,226026097.06900,3.32800,False
226,46,136,90,Th,    ,23197.63400,4.48100,7657.11900,0.02000,226024903.68600,4.81000,False
226,44,135,91,Pa,  -a,26033.27600,11.42000,7641.11000,0.05100,226027947.87200,12.25900,False
226,42,134,92,U,  -a,27328.86900,12.99900,7631.91600,0.05800,226029338.74900,13.95500,False
226,40,133,93,Np,  -a,32777.00000,88.00000,7604.00000,0.00000,226035188.00000,95.00000,True
227,59,143,84,Po,   x,42281.00000,401.00000,7596.00000,2.00000,227045390.00000,430.00000,True
227,57,142,85,At,   x,37483.00000,298.00000,7613.00000,1.00000,227040240.00000,320.00000,True
227,55,141,86,Rn,    ,32885.83400,14.09100,7630.05000,0.06200,227035304.39600,15.12700,False
227,53,140,87,Fr,    ,29682.44500,5.89800,7640.71500,0.02600,227031865.41700,6.33200,False
227,51,139,88,Ra,  -n,27177.71100,1.95200,7648.30300,0.00900,227029176.47400,2.09500,False
227,49,138,89,Ac,    ,25849.58000,1.92700,7650.70700,0.00800,227027750.66600,2.06800,False
227,47,137,90,Th,    ,25804.82300,2.08800,7647.45800,0.00900,227027702.61800,2.24100,False
227,45,136,91,Pa,  -a,26831.19800,7.42000,7639.49000,0.03300,227028804.47700,7.96500,False
227,43,135,92,U,  -a,29045.46200,9.70500,7626.28900,0.04300,227031181.58700,10.41900,False
227,41,134,93,Np,  -a,32562.08000,72.50600,7607.35100,0.31900,227034956.83200,77.83800,False
227,39,133,94,Pu,   x,36770.00000,100.00000,7585.00000,0.00000,227039474.00000,107.00000,True
228,58,143,85,At,   x,41684.00000,401.00000,7597.00000,2.00000,228044750.00000,430.00000,True
228,56,142,86,Rn,    ,35243.46500,17.67700,7621.64500,0.07800,228037835.41800,18.97700,False
228,54,141,87,Fr,    ,33384.22100,6.73200,7626.36800,0.03000,228035839.43700,7.22600,False
228,52,140,88,Ra,  +a,28940.26800,1.99600,7642.42800,0.00900,228031068.65700,2.14200,False
228,50,139,89,Ac,   -,28894.72800,2.09400,7639.19600,0.00900,228031019.76700,2.24700,False
228,48,138,90,Th,    ,26770.98400,1.80700,7645.08000,0.00800,228028739.83500,1.94000,False
228,46,137,91,Pa,  -a,28923.58600,4.34000,7632.20700,0.01900,228031050.74800,4.65900,False
228,44,136,92,U,  -a,29222.22600,14.35400,7627.46600,0.06300,228031371.35100,15.40900,False
228,42,135,93,Np,  -a,33595.69400,50.57200,7604.85300,0.22200,228036066.46200,54.29100,False
228,40,134,94,Pu,  -a,36087.37000,29.14300,7590.49300,0.12800,228038741.38700,31.28600,False
229,59,144,85,At,   x,44823.00000,401.00000,7585.00000,2.00000,229048120.00000,430.00000,True
229,57,143,86,Rn,   x,39362.40000,13.04100,7605.62200,0.05700,229042257.27600,14.00000,False
229,55,142,87,Fr,    ,35668.26200,5.00100,7618.33700,0.02200,229038291.45500,5.36800,False
229,53,141,88,Ra,   x,32561.96300,15.44100,7628.48500,0.06700,229034956.70700,16.57600,False
229,51,140,89,Ac,   x,30689.93300,12.10900,7633.24400,0.05300,229032947.00000,13.00000,False
229,49,139,90,Th,    ,29585.58300,2.40500,7634.65000,0.01100,229031761.43100,2.58100,False
229,47,138,91,Pa,    ,29896.90800,3.28000,7629.87400,0.01400,229032095.65200,3.52100,False
229,45,137,92,U,  -a,31210.55400,5.93800,7620.72100,0.02600,229033505.90900,6.37400,False
229,43,136,93,Np,  -a,33779.67500,86.84800,7606.08600,0.37900,229036263.97400,93.23500,False
229,41,135,94,Pu,  -a,37395.59000,51.17600,7586.88000,0.22300,229040145.81900,54.93900,False
229,39,134,95,Am,  -a,42150.02000,87.34800,7562.70200,0.38100,229045249.90900,93.77200,False
230,58,144,86,Rn,   x,42048.00000,196.00000,7596.00000,1.00000,230045140.00000,210.00000,True
230,56,143,87,Fr,    ,39486.76800,6.54100,7603.70400,0.02800,230042390.79100,7.02200,False
230,54,142,88,Ra,   x,34516.30600,10.29600,7621.91400,0.04500,230037054.78000,11.05300,False
230,52,141,89,Ac,   x,33838.38300,15.83500,7621.46000,0.06900,230036327.00000,17.00000,False
230,50,140,90,Th,    ,30862.59300,1.21000,7630.99600,0.00500,230033132.35800,1.29900,False
230,48,139,91,Pa,    ,32173.60700,3.03800,7621.89500,0.01300,230034539.78900,3.26100,False
230,46,138,92,U,  -a,31615.00200,4.50900,7620.92200,0.02000,230033940.10200,4.84100,False
230,44,137,93,Np,  -a,35236.29100,51.28800,7601.77600,0.22300,230037827.71600,55.05900,False
230,42,136,94,Pu,  -a,36934.39200,14.82400,7590.99100,0.06400,230039650.70300,15.91300,False
230,40,135,95,Am,  -a,42932.00000,133.00000,7562.00000,1.00000,230046089.00000,143.00000,True
231,59,145,86,Rn,   x,46454.00000,298.00000,7579.00000,1.00000,231049870.00000,320.00000,True
231,57,144,87,Fr,   x,42080.57500,7.73100,7594.50000,0.03300,231045175.35700,8.30000,False
231,55,143,88,Ra,    ,38216.48600,11.37000,7607.84100,0.04900,231041027.08600,12.20600,False
231,53,142,89,Ac,   x,35762.84900,13.04100,7615.07600,0.05600,231038393.00000,14.00000,False
231,51,141,90,Th,    ,33815.89100,1.21800,7620.11800,0.00500,231036302.85300,1.30800,False
231,49,140,91,Pa,    ,33424.40400,1.77200,7618.42600,0.00800,231035882.57500,1.90200,False
231,47,139,92,U,  -a,33806.01500,2.67000,7613.38700,0.01200,231036292.25200,2.86600,False
231,45,138,93,Np,  -a,35624.51300,50.54700,7602.12800,0.21900,231038244.49000,54.26400,False
231,43,137,94,Pu,  -a,38309.00500,22.54900,7587.12000,0.09800,231041126.41000,24.20600,False
231,41,136,95,Am,   x,42410.00000,300.00000,7566.00000,1.00000,231045529.00000,322.00000,True
231,39,135,96,Cm,   x,47270.00000,300.00000,7542.00000,1.00000,231050746.00000,322.00000,True
232,58,145,87,Fr,   x,46072.83400,13.97200,7579.34700,0.06000,232049461.22400,15.00000,False
232,56,144,88,Ra,    ,40496.95300,9.15100,7600.00900,0.03900,232043475.27000,9.82300,False
232,54,143,89,Ac,   x,39154.41900,13.04100,7602.42400,0.05600,232042034.00000,14.00000,False
232,52,142,90,Th,    ,35446.78400,1.42200,7615.03300,0.00600,232038053.68900,1.52600,False
232,50,141,91,Pa,   +,35946.63300,7.64500,7609.50600,0.03300,232038590.30000,8.20700,False
232,48,140,92,U,    ,34609.53000,1.80900,7611.89700,0.00800,232037154.86000,1.94200,False
232,46,139,93,Np,   -,37360.00000,100.00000,7597.00000,0.00000,232040107.00000,107.00000,True
232,44,138,94,Pu,  -a,38363.14000,17.59500,7588.97400,0.07600,232041184.52600,18.88800,False
232,42,137,95,Am,   x,43340.00000,300.00000,7564.00000,1.00000,232046527.00000,322.00000,True
232,40,136,96,Cm,  -a,46312.00000,202.00000,7548.00000,1.00000,232049718.00000,217.00000,True
233,59,146,87,Fr,   x,48920.05100,19.56100,7569.23900,0.08400,233052517.83800,21.00000,False
233,57,145,88,Ra,    ,44334.06000,8.60300,7585.56400,0.03700,233047594.57300,9.23500,False
233,55,144,89,Ac,   x,41308.03300,13.04100,7595.19300,0.05600,233044346.00000,14.00000,False
233,53,143,90,Th,    ,38731.71500,1.42500,7602.89300,0.00600,233041580.20800,1.52900,False
233,51,142,91,Pa,    ,37489.47200,1.33600,7604.86600,0.00600,233040246.60500,1.43400,False
233,49,141,92,U,    ,36919.17600,2.25500,7603.95600,0.01000,233039634.36700,2.42000,False
233,47,140,93,Np,  -a,37948.59000,50.98100,7596.18100,0.21900,233040739.48900,54.72900,False
233,45,139,94,Pu,  -a,40051.76900,50.35100,7583.79600,0.21600,233042997.34500,54.05400,False
233,43,138,95,Am,  -a,43263.00000,102.00000,7567.00000,0.00000,233046445.00000,109.00000,True
233,41,137,96,Cm,  -a,47294.00600,71.54700,7545.99800,0.30700,233050772.20600,76.80900,False
233,39,136,97,Bk,  -a,52861.00000,224.00000,7519.00000,1.00000,233056748.00000,240.00000,True
234,58,146,88,Ra,   x,46930.62900,8.38300,7576.54300,0.03600,234050382.10400,9.00000,False
234,56,145,89,Ac,   x,44841.19000,13.97200,7582.12900,0.06000,234048139.00000,15.00000,False
234,54,144,90,Th,  +a,40613.00900,2.58900,7596.85500,0.01100,234043599.86000,2.77900,False
234,52,143,91,Pa,  IT,40338.92100,4.09400,7594.68300,0.01700,234043305.61500,4.39500,False
234,50,142,92,U,    ,38145.02500,1.13000,7600.71500,0.00500,234040950.37000,1.21300,False
234,48,141,93,Np,   -,39954.87100,8.39700,7589.63700,0.03600,234042893.32000,9.01400,False
234,46,140,94,Pu,  -a,40349.97100,6.79800,7584.60500,0.02900,234043317.47800,7.29800,False
234,44,139,95,Am,  -a,44461.00000,159.00000,7564.00000,1.00000,234047731.00000,170.00000,True
234,42,138,96,Cm,  -a,46724.63300,17.39400,7550.67700,0.07400,234050160.95900,18.67300,False
234,40,137,97,Bk,  -a,53455.00000,142.00000,7519.00000,1.00000,234057387.00000,153.00000,True
235,59,147,88,Ra,   x,51130.00000,300.00000,7561.00000,1.00000,235054890.00000,322.00000,True
235,57,146,89,Ac,   x,47357.15500,13.97200,7573.50400,0.05900,235050840.00000,15.00000,False
235,55,145,90,Th,   x,44017.74900,13.04100,7584.38500,0.05500,235047255.00000,14.00000,False
235,53,144,91,Pa,   x,42288.89600,13.97200,7588.41300,0.05900,235045399.00000,15.00000,False
235,51,143,92,U,    ,40918.84600,1.11700,7590.91400,0.00500,235043928.19000,1.19900,False
235,49,142,93,Np,    ,41043.10800,1.38900,7587.05600,0.00600,235044061.59100,1.49100,False
235,47,141,94,Pu,  -a,42182.41000,20.52100,7578.87900,0.08700,235045284.68200,22.03000,False
235,45,140,95,Am,  -a,44625.42900,52.19200,7565.15400,0.22200,235047907.37100,56.03000,False
235,43,139,96,Cm,  -a,48034.00000,201.00000,7547.00000,1.00000,235051567.00000,216.00000,True
235,41,138,97,Bk,   x,52704.00000,401.00000,7524.00000,2.00000,235056580.00000,430.00000,True
236,58,147,89,Ac,   x,51220.99200,38.19100,7559.24200,0.16200,236054988.00000,41.00000,False
236,56,146,90,Th,   x,46255.19800,13.97200,7576.96800,0.05900,236049657.00000,15.00000,False
236,54,145,91,Pa,   x,45333.95000,13.97200,7577.55700,0.05900,236048668.00000,15.00000,False
236,52,144,92,U,    ,42444.64400,1.11300,7586.48400,0.00500,236045566.20100,1.19400,False
236,50,143,93,Np,  IT,43378.17800,50.42100,7579.21400,0.21400,236046568.39200,54.12900,False
236,48,142,94,Pu,    ,42901.59300,1.81100,7577.91800,0.00800,236046056.75600,1.94400,False
236,46,141,95,Am,  -a,46041.00000,112.00000,7561.00000,0.00000,236049427.00000,120.00000,True
236,44,140,96,Cm,  -a,47855.04500,18.31500,7550.29900,0.07800,236051374.50600,19.66200,False
236,42,139,97,Bk,   x,53542.00000,401.00000,7523.00000,2.00000,236057480.00000,430.00000,True
237,59,148,89,Ac,   x,54020.00000,400.00000,7550.00000,2.00000,237057993.00000,429.00000,True
237,57,147,90,Th,   x,49955.09200,15.83500,7563.44300,0.06700,237053629.00000,17.00000,False
237,55,146,91,Pa,   x,47527.61900,13.04100,7570.38400,0.05500,237051023.00000,14.00000,False
237,53,145,92,U,    ,45390.19400,1.20300,7576.10200,0.00500,237048728.38000,1.29100,False
237,51,144,93,Np,    ,44871.65900,1.12000,7574.98900,0.00500,237048171.71000,1.20200,False
237,49,143,94,Pu,    ,45091.72200,1.69700,7570.75900,0.00700,237048407.95700,1.82200,False
237,47,142,95,Am,  -a,46570.00000,59.00000,7561.00000,0.00000,237049995.00000,64.00000,True
237,45,141,96,Cm,  -a,49247.08500,70.96000,7546.62400,0.29900,237052868.92300,76.17800,False
237,43,140,97,Bk,  -a,53188.00000,224.00000,7527.00000,1.00000,237057100.00000,241.00000,True
237,41,139,98,Cf,  -a,57938.92100,87.28700,7503.34700,0.36800,237062199.99300,93.70600,False
238,58,148,90,Th,  +a,52525.00000,283.00000,7555.00000,1.00000,238056388.00000,304.00000,True
238,56,147,91,Pa,   x,50894.03800,15.83500,7558.34400,0.06700,238054637.00000,17.00000,False
238,54,146,92,U,    ,47307.78300,1.49300,7570.12500,0.00600,238050786.99600,1.60200,False
238,52,145,93,Np,  -n,47454.65600,1.13800,7566.22100,0.00500,238050944.67100,1.22100,False
238,50,144,94,Pu,    ,46163.21300,1.13900,7568.36000,0.00500,238049558.25000,1.22200,False
238,48,143,95,Am,  -a,48421.48700,50.70000,7555.58400,0.21300,238051982.60700,54.42800,False
238,46,142,96,Cm,  -a,49445.18800,12.23400,7547.99600,0.05100,238053081.59500,13.13300,False
238,44,141,97,Bk,  -a,54216.00000,255.00000,7525.00000,1.00000,238058203.00000,274.00000,True
238,42,140,98,Cf,   x,57278.00000,298.00000,7509.00000,1.00000,238061490.00000,320.00000,True
239,59,149,90,Th,   x,56450.00000,400.00000,7541.00000,2.00000,239060602.00000,429.00000,True
239,57,148,91,Pa,   x,53337.00000,196.00000,7550.00000,1.00000,239057260.00000,210.00000,True
239,55,147,92,U,  -n,50572.71800,1.50300,7558.56100,0.00600,239054292.04800,1.61300,False
239,53,146,93,Np,    ,49311.05700,1.31100,7560.56700,0.00500,239052937.59900,1.40700,False
239,51,145,94,Pu,    ,48588.28200,1.11300,7560.31800,0.00500,239052161.66900,1.19500,False
239,49,144,95,Am,  -a,49390.42400,1.98200,7553.68800,0.00800,239053022.80300,2.12800,False
239,47,143,96,Cm,  -a,51147.02500,54.04700,7543.06500,0.22600,239054908.59300,58.02200,False
239,45,142,97,Bk,  -a,54250.00000,207.00000,7527.00000,1.00000,239058240.00000,222.00000,True
239,43,141,98,Cf,  -a,58269.00000,209.00000,7507.00000,1.00000,239062554.00000,224.00000,True
239,41,140,99,Es,   x,63556.00000,298.00000,7481.00000,1.00000,239068230.00000,320.00000,True
240,58,149,91,Pa,   x,56910.00000,200.00000,7538.00000,1.00000,240061095.00000,215.00000,True
240,56,148,92,U,    ,52715.50500,2.55300,7551.77000,0.01100,240056592.42500,2.74000,False
240,54,147,93,Np,    ,52316.27200,17.03200,7550.17300,0.07100,240056163.83000,18.28400,False
240,52,146,94,Pu,    ,50125.38000,1.10600,7556.04200,0.00500,240053811.81200,1.18700,False
240,50,145,95,Am,  +n,51510.16900,13.83200,7547.01300,0.05800,240055298.44400,14.84900,False
240,48,144,96,Cm,    ,51724.30600,1.90600,7542.86100,0.00800,240055528.32900,2.04600,False
240,46,143,97,Bk,   -,55664.00000,150.00000,7523.00000,1.00000,240059758.00000,161.00000,True
240,44,142,98,Cf,  -a,57990.94400,18.70000,7510.23000,0.07800,240062255.84200,20.07500,False
240,42,141,99,Es,   x,64199.00000,401.00000,7481.00000,2.00000,240068920.00000,430.00000,True
241,59,150,91,Pa,   x,59640.00000,300.00000,7528.00000,1.00000,241064026.00000,322.00000,True
241,57,149,92,U,   x,56197.00000,196.00000,7539.00000,1.00000,241060330.00000,210.00000,True
241,55,148,93,Np,   +,54260.17500,70.71900,7544.27000,0.29300,241058250.69700,75.92000,False
241,53,147,94,Pu,    ,52955.17500,1.10600,7546.43900,0.00500,241056849.72200,1.18700,False
241,51,146,95,Am,    ,52934.39500,1.11400,7543.27800,0.00500,241056827.41300,1.19500,False
241,49,145,96,Cm,    ,53701.83000,1.60800,7536.84800,0.00700,241057651.28800,1.72600,False
241,47,144,97,Bk,   -,56032.00000,200.00000,7524.00000,1.00000,241060153.00000,215.00000,True
241,45,143,98,Cf,  -a,59327.00000,166.00000,7507.00000,1.00000,241063690.00000,178.00000,True
241,43,142,99,Es,  -a,63863.00000,225.00000,7485.00000,1.00000,241068560.00000,242.00000,True
241,41,141,100,Fm,   x,69126.00000,298.00000,7460.00000,1.00000,241074210.00000,320.00000,True
242,58,150,92,U,  +a,58620.00000,201.00000,7532.00000,1.00000,242062931.00000,215.00000,True
242,56,149,93,Np,   +,57416.93200,200.00400,7533.40300,0.82600,242061639.61500,214.71300,False
242,54,148,94,Pu,    ,54716.93200,1.24500,7541.32700,0.00500,242058741.04500,1.33600,False
242,52,147,95,Am,  -n,55468.07200,1.11900,7534.99100,0.00500,242059547.42800,1.20000,False
242,50,146,96,Cm,    ,54803.76400,1.14200,7534.50300,0.00500,242058834.26300,1.22500,False
242,48,145,97,Bk,   -,57734.00000,200.00000,7519.00000,1.00000,242061980.00000,215.00000,True
242,46,144,98,Cf,  -a,59386.96600,12.89200,7509.09800,0.05300,242063754.53300,13.84000,False
242,44,143,99,Es,  -a,64801.00000,256.00000,7483.00000,1.00000,242069567.00000,275.00000,True
242,42,142,100,Fm,   x,68400.00000,401.00000,7465.00000,2.00000,242073430.00000,430.00000,True
243,59,151,92,U,   x,62360.00000,300.00000,7518.00000,1.00000,243066946.00000,322.00000,True
243,57,150,93,Np,  IT,59876.00000,32.00000,7525.00000,0.00000,243064279.00000,34.00000,True
243,55,149,94,Pu,    ,57754.60200,2.54200,7531.00800,0.01000,243062002.11900,2.72800,False
243,53,148,95,Am,    ,57175.04600,1.38800,7530.17300,0.00600,243061379.94000,1.49000,False
243,51,147,96,Cm,  -a,57181.99800,1.49600,7526.92500,0.00600,243061387.40300,1.60600,False
243,49,146,97,Bk,  -a,58689.69300,4.52400,7517.50100,0.01900,243063005.98000,4.85700,False
243,47,145,98,Cf,  -a,60990.00000,114.00000,7505.00000,0.00000,243065475.00000,123.00000,True
243,45,144,99,Es,  -a,64747.00000,207.00000,7486.00000,1.00000,243069509.00000,222.00000,True
243,43,143,100,Fm,  -a,69387.00000,215.00000,7464.00000,1.00000,243074490.00000,231.00000,True
