A,N-Z,N,Z,Element,O,ME [keV],Error ME [keV],BINDING ENERGY/A [keV],Error BINDING ENERGY/A [keV],ATOMIC MASS [µu],Error ATOMIC MASS [µu],Extrapolated?
244,58,151,93,Np,   x,63202.00000,298.00000,7514.00000,1.00000,244067850.00000,320.00000,True
244,56,150,94,Pu,    ,59806.02800,2.34600,7524.81500,0.01000,244064204.41500,2.51800,False
244,54,149,95,Am,   +,59879.19600,1.49200,7521.30800,0.00600,244064282.96400,1.60100,False
244,52,148,96,Cm,  -a,58451.89600,1.10700,7523.95200,0.00500,244062750.69400,1.18800,False
244,50,147,97,Bk,  -a,60713.88500,14.39900,7511.47500,0.05900,244065179.03900,15.45700,False
244,48,146,98,Cf,    ,61478.17900,2.61800,7505.13600,0.01100,244065999.54300,2.81000,False
244,46,145,99,Es,  -a,66026.00000,181.00000,7483.00000,1.00000,244070881.00000,195.00000,True
244,44,144,100,Fm,  -a,68966.00000,201.00000,7468.00000,1.00000,244074038.00000,216.00000,True
245,59,152,93,Np,   x,65890.00000,300.00000,7505.00000,1.00000,245070736.00000,322.00000,True
245,57,151,94,Pu,  -n,63178.17900,13.62000,7513.28100,0.05600,245067824.56800,14.62100,False
245,55,150,95,Am,  +a,61900.46900,1.88700,7515.30300,0.00800,245066452.89000,2.02500,False
245,53,149,96,Cm,    ,61004.58000,1.15000,7515.76700,0.00500,245065491.11300,1.23400,False
245,51,148,97,Bk,  -a,61813.83600,1.79300,7509.27000,0.00700,245066359.88500,1.92400,False
245,49,147,98,Cf,    ,63385.21000,2.42800,7499.66300,0.01000,245068046.82500,2.60600,False
245,47,146,99,Es,  -a,66366.00000,200.00000,7484.00000,1.00000,245071247.00000,215.00000,True
245,45,145,100,Fm,  -a,70187.00000,195.00000,7466.00000,1.00000,245075349.00000,209.00000,True
245,43,144,101,Md,  -a,75272.00000,305.00000,7442.00000,1.00000,245080808.00000,328.00000,True
246,58,152,94,Pu,    ,65394.80100,14.98500,7506.53900,0.06100,246070204.20900,16.08700,False
246,56,151,95,Am,  IT,64994.00000,18.00000,7505.00000,0.00000,246069774.00000,19.00000,True
246,54,150,96,Cm,    ,62616.96700,1.52600,7511.47100,0.00600,246067222.08200,1.63800,False
246,52,149,97,Bk,   -,63966.96700,60.01900,7502.80300,0.24400,246068671.36700,64.43300,False
246,50,148,98,Cf,    ,64090.29200,1.51500,7499.12100,0.00600,246068803.76200,1.62600,False
246,48,147,99,Es,  -a,67901.00000,224.00000,7480.00000,1.00000,246072894.00000,240.00000,True
246,46,146,100,Fm,  -a,70188.83300,15.33300,7467.97000,0.06200,246075350.81500,16.46000,False
246,44,145,101,Md,  -a,76115.00000,259.00000,7441.00000,1.00000,246081713.00000,278.00000,True
247,59,153,94,Pu,   x,69108.00000,196.00000,7494.00000,1.00000,247074190.00000,210.00000,True
247,57,152,95,Am,   +,67153.00000,100.00000,7499.00000,0.00000,247072092.00000,107.00000,True
247,55,151,96,Cm,    ,65533.14300,3.79700,7501.93100,0.01500,247070352.72600,4.07600,False
247,53,150,97,Bk,  -a,65489.56200,5.18900,7498.94000,0.02100,247070305.94000,5.57000,False
247,51,149,98,Cf,  +a,66103.90300,15.33400,7493.28500,0.06200,247070965.46200,16.46100,False
247,49,148,99,Es,  +a,68578.38800,19.44100,7480.10000,0.07900,247073621.93200,20.87000,False
247,47,147,100,Fm,  +a,71673.00000,115.00000,7464.00000,0.00000,247076944.00000,123.00000,True
247,45,146,101,Md,  -a,75937.00000,207.00000,7444.00000,1.00000,247081521.00000,222.00000,True
248,58,153,95,Am,   +,70563.00000,200.00000,7487.00000,1.00000,248075752.00000,215.00000,True
248,56,152,96,Cm,    ,67392.75500,2.35800,7496.72800,0.01000,248072349.10100,2.53100,False
248,54,151,97,Bk,  IT,68080.00000,71.00000,7491.00000,0.00000,248073087.00000,76.00000,True
248,52,150,98,Cf,  -a,67238.01200,5.12100,7491.04300,0.02100,248072182.97800,5.49700,False
248,50,149,99,Es,  -a,70299.00000,52.00000,7476.00000,0.00000,248075469.00000,56.00000,True
248,48,148,100,Fm,    ,71897.85700,8.49700,7465.94400,0.03400,248077185.52800,9.12200,False
248,46,147,101,Md,  -a,77148.00000,237.00000,7442.00000,1.00000,248082822.00000,255.00000,True
248,44,146,102,No,  -a,80621.00000,224.00000,7424.00000,1.00000,248086550.00000,241.00000,True
249,59,154,95,Am,   x,73104.00000,298.00000,7479.00000,1.00000,249078480.00000,320.00000,True
249,57,153,96,Cm,  -n,70750.70200,2.37100,7485.55000,0.01000,249075954.00600,2.54500,False
249,55,152,97,Bk,   +,69846.38400,1.24900,7486.04000,0.00500,249074983.18200,1.34000,False
249,53,151,98,Cf,    ,69722.78400,1.18300,7483.39400,0.00500,249074850.49100,1.27000,False
249,51,150,99,Es,  -a,71175.00000,30.00000,7474.00000,0.00000,249076409.00000,32.00000,True
249,49,149,100,Fm,    ,73519.18800,6.21200,7461.86400,0.02500,249078926.09800,6.66800,False
249,47,148,101,Md,  -a,77232.00000,201.00000,7444.00000,1.00000,249082912.00000,216.00000,True
249,45,147,102,No,  -a,81782.00000,279.00000,7422.00000,1.00000,249087797.00000,300.00000,True
250,58,154,96,Cm, -nn,72989.59400,10.27400,7478.93800,0.04100,250078357.55600,11.02900,False
250,56,153,97,Bk,  +a,72949.97800,3.71900,7475.96700,0.01500,250078315.02700,3.99200,False
250,54,152,98,Cf,  -a,71170.39100,1.53800,7479.95600,0.00600,250076404.56100,1.65100,False
250,52,151,99,Es,   -,73225.00000,100.00000,7469.00000,0.00000,250078611.00000,107.00000,True
250,50,150,100,Fm,    ,74072.24300,7.88800,7462.09000,0.03200,250079519.82800,8.46800,False
250,48,149,101,Md,  -a,78630.00000,301.00000,7441.00000,1.00000,250084413.00000,323.00000,True
250,46,148,102,No,  -a,81564.00000,201.00000,7426.00000,1.00000,250087562.00000,215.00000,True
251,59,155,96,Cm,   +,76648.01800,22.69800,7466.72200,0.09000,251082285.03600,24.36700,False
251,57,154,97,Bk,   +,75228.01800,10.73400,7469.26300,0.04300,251080760.60300,11.52300,False
251,55,153,98,Cf,  -a,74135.01800,3.90100,7470.50000,0.01600,251079587.21900,4.18700,False
251,53,152,99,Es,  -a,74512.27700,5.99400,7465.88100,0.02400,251079992.22400,6.43400,False
251,51,151,100,Fm,  +a,75953.91900,15.20300,7457.02000,0.06100,251081539.88900,16.32000,False
251,49,150,101,Md,  +a,78966.74400,18.91900,7441.90000,0.07500,251084774.29100,20.31000,False
251,47,149,102,No,  IT,82849.00000,114.00000,7423.00000,0.00000,251088942.00000,123.00000,True
251,45,148,103,Lr,   x,87728.00000,298.00000,7401.00000,1.00000,251094180.00000,320.00000,True
252,60,156,96,Cm,   x,79056.00000,298.00000,7460.00000,1.00000,252084870.00000,320.00000,True
252,58,155,97,Bk,   +,78535.00000,200.00000,7459.00000,1.00000,252084310.00000,215.00000,True
252,56,154,98,Cf,  -a,76034.61700,2.35800,7465.34700,0.00900,252081626.52300,2.53100,False
252,54,153,99,Es,   -,77294.61700,50.05600,7457.24200,0.19900,252082979.18900,53.73600,False
252,52,152,100,Fm,  -a,76815.62700,5.49800,7456.03800,0.02200,252082464.97200,5.90200,False
252,50,151,101,Md,  IT,80510.00000,130.00000,7438.00000,1.00000,252086432.00000,140.00000,True
252,48,150,102,No,    ,82871.42700,9.29200,7425.79800,0.03700,252088966.14100,9.97500,False
252,46,149,103,Lr,  -a,88737.00000,238.00000,7399.00000,1.00000,252095263.00000,255.00000,True
253,59,156,97,Bk,  -a,80929.00000,359.00000,7451.00000,1.00000,253086880.00000,385.00000,True
253,57,155,98,Cf,  -a,79301.56700,4.25700,7454.82900,0.01700,253085133.73800,4.57000,False
253,55,154,99,Es,  -a,79010.53800,1.25000,7452.88700,0.00500,253084821.30500,1.34100,False
253,53,153,100,Fm,  -a,79345.74000,2.93200,7448.47000,0.01200,253085181.16000,3.14800,False
253,51,152,101,Md,  -a,81173.00000,31.00000,7438.00000,0.00000,253087143.00000,34.00000,True
253,49,151,102,No,    ,84358.73500,6.91200,7422.47100,0.02700,253090562.83100,7.42000,False
253,47,150,103,Lr,  -a,88575.00000,202.00000,7403.00000,1.00000,253095089.00000,217.00000,True
253,45,149,104,Rf,  -a,93557.00000,410.00000,7380.00000,2.00000,253100438.00000,440.00000,True
254,60,157,97,Bk,   x,84393.00000,298.00000,7440.00000,1.00000,254090600.00000,320.00000,True
254,58,156,98,Cf,  -a,81341.40100,11.46200,7449.22500,0.04500,254087323.59000,12.30400,False
254,56,155,99,Es,  -a,81990.59400,4.01000,7443.58900,0.01600,254088020.52700,4.30400,False
254,54,154,100,Fm,  -a,80902.79400,2.41400,7444.79200,0.01000,254086852.72600,2.59100,False
254,52,153,101,Md,   -,83453.00000,100.00000,7432.00000,0.00000,254089590.00000,107.00000,True
254,50,152,102,No,    ,84723.34700,9.65800,7423.59000,0.03800,254090954.25900,10.36700,False
254,48,151,103,Lr,  -a,89871.00000,301.00000,7400.00000,1.00000,254096481.00000,323.00000,True
254,46,150,104,Rf,  -a,93199.00000,283.00000,7384.00000,1.00000,254100053.00000,304.00000,True
255,59,157,98,Cf,   +,84809.00000,200.00000,7438.00000,1.00000,255091047.00000,215.00000,True
255,57,156,99,Es,  -a,84089.27400,10.81700,7437.82100,0.04200,255090273.55300,11.61200,False
255,55,155,100,Fm,  -a,83799.65400,4.29100,7435.88800,0.01700,255089962.63300,4.60700,False
255,53,154,101,Md,  -a,84843.07000,6.55300,7428.72900,0.02600,255091082.78700,7.03500,False
255,51,153,102,No,   x,86807.23400,14.90400,7417.95800,0.05800,255093191.40400,16.00000,False
255,49,152,103,Lr,   x,89947.30000,17.69800,7402.57600,0.06900,255096562.40400,19.00000,False
255,47,151,104,Rf,  -a,94330.00000,115.00000,7382.00000,0.00000,255101267.00000,123.00000,True
255,45,150,105,Db,  -a,99593.00000,359.00000,7359.00000,1.00000,255106918.00000,385.00000,True
256,60,158,98,Cf,  -a,87041.00000,314.00000,7432.00000,1.00000,256093442.00000,338.00000,True
256,58,157,99,Es,   +,87187.00000,100.00000,7428.00000,0.00000,256093599.00000,108.00000,True
256,56,156,100,Fm,  -a,85486.81700,5.60000,7431.78000,0.02200,256091773.87800,6.01200,False
256,54,155,101,Md,  IT,87456.00000,122.00000,7421.00000,0.00000,256093888.00000,132.00000,True
256,52,154,102,No,  -a,87822.06200,7.74300,7416.54600,0.03000,256094280.86600,8.31200,False
256,50,153,103,Lr,   x,91746.59800,82.90300,7398.16000,0.32400,256098494.02900,89.00000,False
256,48,152,104,Rf,  -a,94222.04900,17.84800,7385.43400,0.07000,256101151.53500,19.16000,False
256,46,151,105,Db,  -a,100498.00000,240.00000,7358.00000,1.00000,256107889.00000,258.00000,True
257,59,158,99,Es,  -a,89403.00000,411.00000,7422.00000,2.00000,257095979.00000,441.00000,True
257,57,157,100,Fm,  -a,88590.03300,4.48600,7422.19400,0.01700,257095105.31700,4.81500,False
257,55,156,101,Md,  -a,88993.05300,1.60100,7417.58200,0.00600,257095537.97700,1.71800,False
257,53,155,102,No,  -a,90247.25600,6.67800,7409.65700,0.02600,257096884.41900,7.16900,False
257,51,154,103,Lr,  -a,92665.00000,44.00000,7397.00000,0.00000,257099480.00000,47.00000,True
257,49,153,104,Rf,  -a,95866.42700,10.81700,7381.70400,0.04200,257102916.84800,11.61200,False
257,47,152,105,Db,  -a,100207.00000,203.00000,7362.00000,1.00000,257107576.00000,218.00000,True
258,60,159,99,Es,   x,92702.00000,401.00000,7412.00000,2.00000,258099520.00000,430.00000,True
258,58,158,100,Fm,  -a,90426.00000,200.00000,7418.00000,1.00000,258097077.00000,215.00000,True
258,56,157,101,Md,  -a,91686.79200,4.41900,7409.67500,0.01700,258098429.82500,4.74300,False
258,54,156,102,No,  -a,91478.00000,100.00000,7407.00000,0.00000,258098205.00000,107.00000,True
258,52,155,103,Lr,  -a,94782.00000,102.00000,7392.00000,0.00000,258101753.00000,109.00000,True
258,50,154,104,Rf,  -a,96341.03600,31.96700,7382.53800,0.12400,258103426.36200,34.31700,False
258,48,153,105,Db,  -a,101797.00000,305.00000,7358.00000,1.00000,258109284.00000,328.00000,True
258,46,152,106,Sg,  -a,105244.00000,413.00000,7342.00000,2.00000,258112984.00000,443.00000,True
259,59,159,100,Fm,  -a,93704.00000,283.00000,7407.00000,1.00000,259100596.00000,304.00000,True
259,57,158,101,Md,  -a,93624.00000,200.00000,7405.00000,1.00000,259100510.00000,215.00000,True
259,55,157,102,No,  -a,94078.56900,6.58900,7399.97400,0.02500,259100997.50300,7.07300,False
259,53,156,103,Lr,  -a,95852.00000,71.00000,7390.00000,0.00000,259102901.00000,76.00000,True
259,51,155,104,Rf,  -a,98362.00000,72.00000,7377.00000,0.00000,259105596.00000,78.00000,True
259,49,154,105,Db,  -a,101991.01600,53.04000,7360.36200,0.20500,259109491.86500,56.94000,False
259,47,153,106,Sg,  -a,106520.00000,115.00000,7340.00000,0.00000,259114353.00000,123.00000,True
260,60,160,100,Fm,  -a,95766.00000,435.00000,7402.00000,2.00000,260102809.00000,467.00000,True
260,58,159,101,Md,  -a,96552.00000,316.00000,7396.00000,1.00000,260103653.00000,340.00000,True
260,56,158,102,No,  -a,95612.00000,200.00000,7397.00000,1.00000,260102643.00000,215.00000,True
260,54,157,103,Lr,  -a,98277.00000,124.00000,7383.00000,0.00000,260105504.00000,133.00000,True
260,52,156,104,Rf,  -a,99147.00000,200.00000,7377.00000,1.00000,260106439.00000,215.00000,True
260,50,155,105,Db,  -a,103673.00000,93.00000,7357.00000,0.00000,260111297.00000,100.00000,True
260,48,154,106,Sg,  -a,106547.55200,20.53600,7342.56200,0.07900,260114383.50800,22.04500,False
260,46,153,107,Bh,  -a,113323.00000,245.00000,7313.00000,1.00000,260121658.00000,263.00000,True
261,59,160,101,Md,  -a,98578.00000,509.00000,7391.00000,2.00000,261105828.00000,546.00000,True
261,57,159,102,No,  -a,98455.00000,200.00000,7388.00000,1.00000,261105696.00000,215.00000,True
261,55,158,103,Lr,  -a,99558.00000,200.00000,7381.00000,1.00000,261106880.00000,215.00000,True
261,53,157,104,Rf,  -a,101318.59400,50.44400,7371.38400,0.19300,261108769.99000,54.15300,False
261,51,156,105,Db,  -a,104308.00000,110.00000,7357.00000,0.00000,261111980.00000,118.00000,True
261,49,155,106,Sg,  -a,108005.04300,18.49400,7339.77000,0.07100,261115948.18800,19.85300,False
261,47,154,107,Bh,  -a,113133.00000,209.00000,7317.00000,1.00000,261121454.00000,224.00000,True
262,60,161,101,Md,  -a,101627.00000,500.00000,7382.00000,2.00000,262109101.00000,537.00000,True
262,58,160,102,No,  -a,100101.00000,361.00000,7385.00000,1.00000,262107463.00000,387.00000,True
262,56,159,103,Lr,  -a,102102.00000,200.00000,7374.00000,1.00000,262109611.00000,215.00000,True
262,54,158,104,Rf,  -a,102393.00000,224.00000,7370.00000,1.00000,262109923.00000,240.00000,True
262,52,157,105,Db,  -a,106253.00000,143.00000,7352.00000,1.00000,262114068.00000,154.00000,True
262,50,156,106,Sg,  -a,108365.77100,35.41100,7341.18500,0.13500,262116335.44600,38.01500,False
262,48,155,107,Bh,  -a,114541.00000,306.00000,7315.00000,1.00000,262122965.00000,328.00000,True
263,59,161,102,No,  -a,103129.00000,490.00000,7376.00000,2.00000,263110714.00000,526.00000,True
263,57,160,103,Lr,  -a,103729.00000,283.00000,7371.00000,1.00000,263111358.00000,304.00000,True
263,55,159,104,Rf,  -a,104756.00000,153.00000,7364.00000,1.00000,263112460.00000,164.00000,True
263,53,158,105,Db,  -a,107111.00000,168.00000,7352.00000,1.00000,263114988.00000,181.00000,True
263,51,157,106,Sg,  -a,110190.00000,95.00000,7337.00000,0.00000,263118294.00000,102.00000,True
263,49,156,107,Bh,  -a,114496.00000,305.00000,7318.00000,1.00000,263122916.00000,327.00000,True
263,47,155,108,Hs,  -a,119678.00000,125.00000,7295.00000,0.00000,263128480.00000,134.00000,True
264,60,162,102,No,  -a,105011.00000,591.00000,7371.00000,2.00000,264112734.00000,634.00000,True
264,58,161,103,Lr,  -a,106377.00000,436.00000,7363.00000,2.00000,264114200.00000,468.00000,True
264,56,160,104,Rf,  -a,106077.00000,361.00000,7361.00000,1.00000,264113878.00000,387.00000,True
264,54,159,105,Db,  -a,109362.00000,235.00000,7346.00000,1.00000,264117405.00000,253.00000,True
264,52,158,106,Sg,  -a,110782.00000,283.00000,7338.00000,1.00000,264118929.00000,304.00000,True
264,50,157,107,Bh,  -a,116058.00000,177.00000,7315.00000,1.00000,264124593.00000,190.00000,True
264,48,156,108,Hs,  -a,119563.22200,28.88100,7298.37500,0.10900,264128356.40500,31.00500,False
265,59,162,103,Lr,  -a,108233.00000,547.00000,7359.00000,2.00000,265116193.00000,587.00000,True
265,57,161,104,Rf,  -a,108690.00000,361.00000,7354.00000,1.00000,265116683.00000,387.00000,True
265,55,160,105,Db,  -a,110483.00000,224.00000,7344.00000,1.00000,265118608.00000,240.00000,True
265,53,159,106,Sg,  -a,112794.00000,123.00000,7333.00000,0.00000,265121090.00000,132.00000,True
265,51,158,107,Bh,  -a,116415.00000,234.00000,7316.00000,1.00000,265124977.00000,251.00000,True
265,49,157,108,Hs,  -a,120900.28300,23.95800,7296.24700,0.09000,265129791.79900,25.71900,False
265,47,156,109,Mt,  -a,126678.00000,451.00000,7271.00000,2.00000,265135995.00000,484.00000,True
266,60,163,103,Lr,  -a,111622.00000,583.00000,7349.00000,2.00000,266119831.00000,626.00000,True
266,58,162,104,Rf,  -a,110076.00000,469.00000,7352.00000,2.00000,266118172.00000,504.00000,True
266,56,161,105,Db,  -a,112737.00000,283.00000,7339.00000,1.00000,266121028.00000,304.00000,True
266,54,160,106,Sg,  -a,113618.00000,245.00000,7332.00000,1.00000,266121973.00000,263.00000,True
266,52,159,107,Bh,  -a,118104.00000,163.00000,7313.00000,1.00000,266126790.00000,175.00000,True
266,50,158,108,Hs,  -a,121136.37300,38.69500,7298.27300,0.14500,266130045.25200,41.54000,False
266,48,157,109,Mt,  -a,127962.00000,307.00000,7270.00000,1.00000,266137373.00000,329.00000,True
267,59,163,104,Rf,  -a,113444.00000,575.00000,7342.00000,2.00000,267121787.00000,617.00000,True
267,57,162,105,Db,  -a,114074.00000,412.00000,7336.00000,2.00000,267122464.00000,443.00000,True
267,55,161,106,Sg,  -a,115806.00000,257.00000,7327.00000,1.00000,267124322.00000,276.00000,True
267,53,160,107,Bh,  -a,118766.00000,263.00000,7313.00000,1.00000,267127500.00000,282.00000,True
267,51,159,108,Hs,  -a,122653.00000,96.00000,7295.00000,0.00000,267131673.00000,103.00000,True
267,49,158,109,Mt,  -a,127791.00000,503.00000,7273.00000,2.00000,267137189.00000,540.00000,True
267,47,157,110,Ds,  -a,133880.00000,135.00000,7248.00000,1.00000,267143726.00000,145.00000,True
268,60,164,104,Rf,  -a,115476.00000,662.00000,7337.00000,2.00000,268123968.00000,711.00000,True
268,58,163,105,Db,  -a,117062.00000,529.00000,7328.00000,2.00000,268125671.00000,568.00000,True
268,56,162,106,Sg,  -a,116802.00000,469.00000,7326.00000,2.00000,268125392.00000,504.00000,True
268,54,161,107,Bh,  -a,120807.00000,381.00000,7308.00000,1.00000,268129691.00000,409.00000,True
268,52,160,108,Hs,  -a,122830.00000,283.00000,7298.00000,1.00000,268131863.00000,304.00000,True
268,50,159,109,Mt,  -a,129151.00000,233.00000,7271.00000,1.00000,268138649.00000,250.00000,True
268,48,158,110,Ds,  -a,133648.00000,301.00000,7252.00000,1.00000,268143477.00000,324.00000,True
269,59,164,105,Db,  -a,119148.00000,624.00000,7323.00000,2.00000,269127911.00000,669.00000,True
269,57,163,106,Sg,  -a,119763.00000,364.00000,7318.00000,1.00000,269128570.00000,391.00000,True
269,55,162,107,Bh,  -a,121478.00000,374.00000,7309.00000,1.00000,269130412.00000,402.00000,True
269,53,161,108,Hs,  -a,124564.00000,124.00000,7294.00000,0.00000,269133725.00000,133.00000,True
269,51,160,109,Mt,  -a,129370.00000,463.00000,7273.00000,2.00000,269138884.00000,497.00000,True
269,49,159,110,Ds,  -a,134834.70900,31.40300,7250.15400,0.11700,269144751.02100,33.71200,False
270,60,165,105,Db,  -a,122307.00000,617.00000,7314.00000,2.00000,270131302.00000,662.00000,True
270,58,164,106,Sg,  -a,121491.00000,557.00000,7314.00000,2.00000,270130426.00000,598.00000,True
270,56,163,107,Bh,  -a,124226.00000,287.00000,7301.00000,1.00000,270133362.00000,308.00000,True
270,54,162,108,Hs,  -a,125112.00000,248.00000,7295.00000,1.00000,270134314.00000,266.00000,True
270,52,161,109,Mt,  -a,130710.00000,170.00000,7271.00000,1.00000,270140323.00000,183.00000,True
270,50,160,110,Ds,  -a,134678.28200,48.01100,7253.77500,0.17800,270144583.09000,51.54200,False
271,59,165,106,Sg,  -a,124757.00000,585.00000,7305.00000,2.00000,271133932.00000,628.00000,True
271,57,164,107,Bh,  -a,125921.00000,415.00000,7298.00000,2.00000,271135182.00000,446.00000,True
271,55,163,108,Hs,  -a,127740.00000,280.00000,7288.00000,1.00000,271137135.00000,301.00000,True
271,53,162,109,Mt,  -a,131101.00000,330.00000,7273.00000,1.00000,271140742.00000,354.00000,True
271,51,161,110,Ds,  -a,135948.00000,97.00000,7252.00000,0.00000,271145946.00000,104.00000,True
272,60,166,106,Sg,  -a,126580.00000,727.00000,7301.00000,3.00000,272135890.00000,781.00000,True
272,58,165,107,Bh,  -a,128789.00000,532.00000,7290.00000,2.00000,272138261.00000,571.00000,True
272,56,164,108,Hs,  -a,129006.00000,510.00000,7286.00000,2.00000,272138494.00000,547.00000,True
